ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005774	vacuolar membrane	136/4657	461/19869	0.0014196831533473426	0.010475332005281363	0.008008841089910405	SLC15A3/CMTM6/RUBCNL/HLA-F/LAMP3/IRAG2/VPS13A/MMD/PLEKHF1/TCIRG1/GNAQ/MREG/BST2/SLC2A6/MYO7A/LRP1/SLC44A2/GLIPR1/ATP6V0E2/GNB2/EEF1A1/KLC2/DRAM1/SLC12A4/ABCA3/MAP1LC3A/SLC15A4/ECE1/WDR11/BRI3/GABARAPL1/DPP4/TMEM192/GPR137B/MFSD12/TPCN1/TMEM9B/CLEC16A/CHMP4B/HGSNAT/GBA1/MARCHF1/CLCN5/SLC39A8/ATP6V0A2/STX7/RAB12/CKAP4/ABCA2/SYT7/ATP6V1C2/AP1S3/LITAF/SCARB1/HLA-DMB/OSTM1/VAPA/VLDLR/CYBRD1/ABCA5/TECPR1/ATP11A/JMY/CYB561A3/MARCHF2/RPTOR/SBF2/ATP13A2/SNAP29/TMEM63A/WDFY3/CD1D/TRAF3IP3/P2RX4/SLC46A3/LPCAT1/AP5S1/ANXA6/DAB2/SLC30A4/AP5M1/SLC22A17/TASL/GPLD1/SLC11A2/GFAP/COL6A1/ITM2C/FNIP2/ATG14/CYB561/SLC29A3/CPNE1/MYO6/PLAAT3/PIGR/MGST1/CD68/TMEM9/SLC49A4/IRGM/ENPEP/TMEM106B/SLC30A3/ANPEP/CD1B/TM6SF1/HLA-DRB1/TLR3/LDLR/CSF3R/RAB44/SORT1/LAPTM4B/SLC7A5/HLA-DRB5/NKG7/STOM/ULK1/SLCO4C1/THBD/ACP3/ABCB9/NFAM1/HLA-DMA/OCLN/ARRB1/RNASEK/PRKD1/MYL11/PSEN2/CP/TMEM150B/FFAR4/CHMP4A/BORCS8	136
GO:0042734	presynaptic membrane	51/4657	148/19869	0.001520202751074235	0.01110917395015787	0.008493440471588844	GPM6A/KCNH1/CANX/DNM1/KCNA3/RIMS3/GRIK5/NECTIN1/NPTN/NLGN2/STXBP1/PICALM/GRIK4/CHRNA6/SYT7/ATP2B4/PCDH17/NTNG2/STX11/KCTD12/SLC1A2/KCTD16/CNTNAP1/SLC6A4/UNC13A/CNTN6/PSENEN/LRRC4B/HIP1/SYP/SNAP91/KCNC2/OPRD1/KCNA2/EPHB2/CHRNB2/NTNG1/ATP2B2/CADM3/OPRM1/ERC2/SCN2A/KCTD8/STX1A/EPHA4/FXYD6/PRRT2/PSEN2/ADAM23/UNC13C/ADCY8	51
GO:0120111	neuron projection cytoplasm	34/4657	90/19869	0.0015820690852181704	0.011451166712055328	0.0087549086219592	KIF1C/ZC3H14/CANX/ABHD12/MAP2K4/LRRK2/AP3S1/SOD1/DLG4/MAP1A/RAB21/MAP2/DYNC1H1/UCHL1/KLHL17/SPAST/MAPK8IP3/HIP1R/TRAK2/KIF4A/DLG2/HPCA/DST/RAB27B/BAIAP2/MAPT/AGBL4/UHMK1/KIF5A/KIF1A/ARC/OPRM1/MGARP/SYBU	34
GO:0070160	tight junction	46/4657	132/19869	0.0019470320136021177	0.013879707221246282	0.01061163211375062	SYNPO/ESAM/MAGI3/SHROOM2/AMOT/F11R/GJA1/EPB41L4B/ILDR1/CGN/NPHP1/ANK3/VAPA/PMP22/FRMD4B/FZD5/CXADR/CLDN12/RAB13/ECT2/CYTH3/MPP7/SIPA1L3/ACTB/AMOTL2/EPHA2/AMOTL1/JAML/POF1B/MARVELD3/SAPCD2/CLDN23/SH3BP1/EPPK1/WNK4/PLXDC1/MARVELD2/NHS/CRB3/CCDC85C/CLDN14/CCND1/AOC1/MICALL2/OCLN/CLDN7	46
GO:0045335	phagocytic vesicle	48/4657	139/19869	0.0019541166745702	0.013879707221246282	0.01061163211375062	SLAMF1/VIM/RAB8B/RAB9A/ACTG1/SCIMP/HLA-F/CTSS/MYO1C/TCIRG1/FLNB/NOD2/RAB11A/ATP6V0E2/SRGAP2/PLD4/ZYX/STXBP1/CYBA/ADAM8/SYK/VAMP3/ATP6V0A2/CDC42EP4/RAB20/CORO1A/GSN/RAB34/AMBRA1/SYT7/NCF4/RAB38/RAB32/ATG14/HLA-G/TRIM14/HLA-E/HLA-A/IRGM/HLA-C/ITGB5/RAB9B/RAB7B/GNLY/RAB11FIP5/HLA-B/MPEG1/CD36	48
GO:0001726	ruffle	59/4657	178/19869	0.001976368379274706	0.013907777483784968	0.010633093034694324	SRC/FSCN1/SCIMP/TPM1/ACTN1/FGD1/LCP1/FGR/RASGRP2/PSD/MYO1C/CTTN/KANK1/AMOT/PLCG1/ITGB1/EEF1A1/NCKAP1/MTSS1/MTM1/PAK1/SAMSN1/CYFIP1/MACF1/ARAP3/LIMA1/PPP1R9B/CDK6/PDE4A/FRMD4B/AIF1L/ARHGEF7/FGD3/PDE9A/MTMR9/PSD3/CYTH3/PSD4/ITGA5/EPS8/TLN2/PSD2/SPRY2/HIP1R/MYH9/MYO6/EPHA2/SPRY4/MYADM/PLEKHA1/BAIAP2/ADGRE2/LAYN/EPS8L1/CLIP1/DLC1/RHOA/ARHGEF26/COBL	59
GO:0043202	lysosomal lumen	36/4657	98/19869	0.0020772043958318005	0.014483260007634573	0.011073074133260781	NAAA/CTSS/AGRN/SDC4/GPC1/CTSF/PPT1/GLB1/MAN2B2/NAGLU/GPC5/HGSNAT/GBA1/SDC1/GYG1/ARSB/HSPG2/ATP13A2/LIPA/RNASET2/VCAN/SDC2/FMOD/PRELP/CD1E/SGSH/CTSB/NSG2/LGMN/GPC4/BCAN/GPC2/ACAN/NCAN/CBLIF/FASLG	36
GO:0046658	anchored component of plasma membrane	25/4657	62/19869	0.002256990279972537	0.0155937510252648	0.011922092196601343	CD24/GPC1/MELTF/NOD2/DLG4/EFNA1/EFNA5/GPC5/RTN4RL1/NTNG2/RGMB/MDGA1/GP1BA/NRN1/CNTN6/CD59/NTNG1/GPC4/GPC2/LYPD3/GAS1/TEX101/CD160/CD2/RTN4RL2	25
GO:0032153	cell division site	28/4657	72/19869	0.0024078936860961343	0.01648647929218975	0.012604621287103518	RDX/SEPTIN11/PSD/RAB11A/NDE1/ITGB1/ICAM2/SEPTIN8/TMEM250/PLK4/RAB21/MYLK/LIMA1/ANLN/SVIL/SEPTIN4/CIT/RTKN/SEPTIN3/ECT2/PSD2/MYH9/MASTL/SPIRE1/MYH10/RHOA/SEPTIN5/SPIRE2	28
GO:0005765	lysosomal membrane	123/4657	418/19869	0.002559441275679037	0.017213941323151044	0.013160797244292765	SLC15A3/CMTM6/HLA-F/LAMP3/IRAG2/VPS13A/MMD/PLEKHF1/TCIRG1/GNAQ/MREG/BST2/SLC2A6/MYO7A/LRP1/SLC44A2/GLIPR1/ATP6V0E2/GNB2/EEF1A1/KLC2/DRAM1/SLC12A4/ABCA3/SLC15A4/ECE1/WDR11/BRI3/DPP4/TMEM192/GPR137B/MFSD12/TPCN1/TMEM9B/CLEC16A/CHMP4B/HGSNAT/GBA1/MARCHF1/CLCN5/SLC39A8/ATP6V0A2/STX7/RAB12/CKAP4/ABCA2/SYT7/ATP6V1C2/AP1S3/LITAF/SCARB1/HLA-DMB/OSTM1/VAPA/VLDLR/CYBRD1/ABCA5/TECPR1/ATP11A/CYB561A3/MARCHF2/RPTOR/ATP13A2/SNAP29/TMEM63A/CD1D/TRAF3IP3/P2RX4/SLC46A3/LPCAT1/AP5S1/ANXA6/DAB2/SLC30A4/AP5M1/TASL/GPLD1/SLC11A2/GFAP/COL6A1/ITM2C/FNIP2/CYB561/SLC29A3/CPNE1/MYO6/PLAAT3/PIGR/MGST1/CD68/TMEM9/SLC49A4/ENPEP/TMEM106B/SLC30A3/ANPEP/CD1B/TM6SF1/HLA-DRB1/TLR3/LDLR/CSF3R/RAB44/SORT1/LAPTM4B/SLC7A5/HLA-DRB5/NKG7/STOM/SLCO4C1/ACP3/ABCB9/NFAM1/HLA-DMA/OCLN/ARRB1/RNASEK/MYL11/PSEN2/CP/FFAR4/CHMP4A/BORCS8	123
GO:0098852	lytic vacuole membrane	123/4657	418/19869	0.002559441275679037	0.017213941323151044	0.013160797244292765	SLC15A3/CMTM6/HLA-F/LAMP3/IRAG2/VPS13A/MMD/PLEKHF1/TCIRG1/GNAQ/MREG/BST2/SLC2A6/MYO7A/LRP1/SLC44A2/GLIPR1/ATP6V0E2/GNB2/EEF1A1/KLC2/DRAM1/SLC12A4/ABCA3/SLC15A4/ECE1/WDR11/BRI3/DPP4/TMEM192/GPR137B/MFSD12/TPCN1/TMEM9B/CLEC16A/CHMP4B/HGSNAT/GBA1/MARCHF1/CLCN5/SLC39A8/ATP6V0A2/STX7/RAB12/CKAP4/ABCA2/SYT7/ATP6V1C2/AP1S3/LITAF/SCARB1/HLA-DMB/OSTM1/VAPA/VLDLR/CYBRD1/ABCA5/TECPR1/ATP11A/CYB561A3/MARCHF2/RPTOR/ATP13A2/SNAP29/TMEM63A/CD1D/TRAF3IP3/P2RX4/SLC46A3/LPCAT1/AP5S1/ANXA6/DAB2/SLC30A4/AP5M1/TASL/GPLD1/SLC11A2/GFAP/COL6A1/ITM2C/FNIP2/CYB561/SLC29A3/CPNE1/MYO6/PLAAT3/PIGR/MGST1/CD68/TMEM9/SLC49A4/ENPEP/TMEM106B/SLC30A3/ANPEP/CD1B/TM6SF1/HLA-DRB1/TLR3/LDLR/CSF3R/RAB44/SORT1/LAPTM4B/SLC7A5/HLA-DRB5/NKG7/STOM/SLCO4C1/ACP3/ABCB9/NFAM1/HLA-DMA/OCLN/ARRB1/RNASEK/MYL11/PSEN2/CP/FFAR4/CHMP4A/BORCS8	123
GO:0097386	glial cell projection	17/4657	38/19869	0.003085509881839294	0.020570065878928626	0.01572669856671552	WASF3/LCP1/SLC7A11/ITGB1/GJB2/CNGA3/PINK1/SLC1A2/GFAP/ATP1B2/FYN/GPR161/MAPT/ERMN/ADGRG1/GRM5/NFASC	17
GO:0001527	microfibril	8/4657	13/19869	0.003666950005008534	0.024233756554839007	0.01852774739372733	LTBP1/FBN1/EFEMP2/MFAP5/LTBP4/FBN2/MFAP4/ADAMTS10	8
GO:0008021	synaptic vesicle	66/4657	208/19869	0.0037207507658727225	0.0243773326039937	0.018637517447928704	VTI1A/RAB8B/BCL2L1/SEMA4C/SYNGR2/IQSEC1/STON2/PPT1/LRRK2/ZNRF1/ATP6V0E2/PDE4B/SCAMP1/SEPTIN8/DLG4/PICALM/SV2C/CLCN5/STX7/RAB12/BDNF/SEPTIN4/SYT7/SLC17A7/SYT9/CDK16/SLC32A1/DMXL2/GRIN1/STX11/SYN2/RAB13/PTPRS/SYN1/BRSK1/SYNGR3/RAB40B/SV2B/UNC13A/SLC18A2/DOC2A/SLC30A3/RAB3B/RAB27B/SYP/SNAP91/PTPRN2/SCAMP5/MCTP1/ABCC8/OPRD1/ICA1/RAB26/SYNPR/RAB3A/SEPTIN5/NTF3/SLC40A1/SV2A/STX1A/SYPL2/RAB3C/PRRT2/PSEN2/TMEM163/UNC13C	66
GO:0032426	stereocilium tip	11/4657	21/19869	0.0037611710047678755	0.024431538150628936	0.018678959915716307	HOMER2/MYO3A/PKHD1L1/WHRN/EPS8/ESPNL/MYO3B/CDH23/CEACAM16/PDZD7/ESPN	11
GO:0098563	intrinsic component of synaptic vesicle membrane	18/4657	42/19869	0.004162689877700446	0.02681054497501982	0.020497812778685516	SCAMP1/SV2C/SLC17A7/SYT9/SLC32A1/PTPRS/SYN1/SLC30A3/RAB3B/RAB27B/SYP/OPRD1/RAB26/RAB3A/SV2A/STX1A/RAB3C/TMEM163	18
GO:0055037	recycling endosome	63/4657	198/19869	0.004209690077860888	0.026885415623313237	0.020555054603973555	RAB8B/CMTM6/HLA-F/SLC9A9/LDLRAP1/COMMD1/TBC1D14/MELTF/ABHD17C/ABCG1/FIG4/RAB11A/PANK1/TUBA1A/ITGB1/SCAMP1/RAP2A/TPCN1/SLC9A7/TBC1D17/VAMP3/STX7/TNF/RAB12/EHD2/CD274/DENND2B/RNF11/ATP11A/SGK3/ACKR3/TUBG1/RAB13/DENND6B/SORL1/SLC11A2/HLA-G/AMOTL2/HLA-E/BAIAP3/ATG9B/ADPRH/HLA-A/EHD3/HLA-C/GPR161/NTRK1/SLC26A7/SCAMP5/MCTP1/TNIK/MYO5B/RAB11FIP5/USP6/ATP9A/HLA-B/MLC1/ULK1/SORCS2/HFE/MICALL2/SH3TC2/SLC31A2	63
GO:1904090	peptidase inhibitor complex	7/4657	11/19869	0.005141742738573949	0.03225434356861151	0.024659830539991073	PLAU/CARD16/SERPINE1/CSTA/PLAT/SERPINB6/CTSB	7
GO:1990454	L-type voltage-gated calcium channel complex	7/4657	11/19869	0.005141742738573949	0.03225434356861151	0.024659830539991073	CACNA1D/CACNB2/CACNB3/CACNG7/CACNG8/CACNG4/CACNA2D1	7
GO:0101002	ficolin-1-rich granule	59/4657	185/19869	0.005177670941277111	0.03225434356861151	0.024659830539991073	PKM/PSMB7/PGAM1/PFKL/GPI/CTSS/TCIRG1/PSMA5/SIRPA/CAT/GLB1/LGALS3/VPS35L/PSMD11/NBEAL2/EEF1A1/BIN2/ALAD/KCMF1/CD55/PGM1/COMMD9/HUWE1/ADAM8/CD58/GSN/GYG1/ARSB/PSMD14/TNFAIP6/ACTR1B/A1BG/JUP/UBR4/PRDX4/LILRB2/SLC2A3/CLEC4D/YPEL5/ITGB2/PYGL/MNDA/CLEC4C/GMFG/COTL1/CTSH/SERPINA1/CDA/SERPINB6/CD300A/CR1/PTPRN2/CTSB/RHOA/CST3/FTH1/FCN1/KRT1/NFASC	59
GO:0030658	transport vesicle membrane	69/4657	222/19869	0.0053196683767303965	0.03286949566109838	0.025130140727044753	VTI1A/BCL2L1/SEMA4C/SYNGR2/PAM/SPRED2/HLA-F/RAB1A/SREBF1/LRRK2/ZNRF1/ATP6V0E2/SCAMP1/SEPTIN8/SV2C/PTPRN/VMA21/SYT7/SLC17A7/AP1S3/CPE/SYT9/MCFD2/SLC32A1/DMXL2/SYN2/PTPRS/CEACAM1/SYN1/SORL1/SYNGR3/HLA-G/SV2B/UNC13A/HLA-E/HLA-A/SLC18A2/DOC2A/HLA-C/SLC30A3/RAB3B/SNTB2/RAB27B/TGFA/HLA-DRB1/SYP/PTPRN2/SCAMP5/NCALD/MCTP1/ABCC8/CD59/OPRD1/RAB11FIP5/HLA-DRB5/NRGN/HLA-B/ICA1/RAB26/SYNPR/RAB3A/SV2A/ABCA12/STX1A/SYPL2/RAB3C/PRRT2/TMEM163/UNC13C	69
GO:0089717	spanning component of membrane	12/4657	25/19869	0.006222654148343332	0.03813884800597526	0.02915878684113344	NLGN2/CD6/ERBB3/TRPM4/NLGN1/SLC24A3/NLGN4Y/NLGN4X/SLC4A4/SLC15A2/SLC24A2/AJAP1	12
GO:0099055	integral component of postsynaptic membrane	40/4657	118/19869	0.006320966059119048	0.038366004221331	0.029332457521017607	SLC6A6/CANX/NRP2/GABRB2/KCNA3/GRIK5/SLC30A1/NPTN/NLGN2/CLSTN3/GRIK4/CHRNA6/DAGLA/PCDH17/SLC16A3/NLGN1/PTPRS/LRRC4C/LRFN5/SLC6A4/CACNG7/NLGN4Y/NRCAM/LRRC4B/NLGN4X/DCC/SLC8A1/GRIN2D/OPRD1/ADAM22/EPHB2/CHRNB2/CACNG4/ADCY1/ATP2B2/KCND2/OPRM1/EPHA4/FXYD6/GRM5	40
GO:0070821	tertiary granule membrane	27/4657	73/19869	0.006360679647220665	0.038366004221331	0.029332457521017607	TMC6/PLAU/SIRPA/ITGAM/NBEAL2/SVIP/CYBA/ADAM8/HGSNAT/CYSTM1/UBR4/ATP11A/LILRB2/SLC2A3/CLEC4D/TMEM63A/ITGB2/CEACAM1/CLEC4C/OLR1/GPR84/LAIR1/SERPINB6/CD300A/CD59/STOM/FRMPD3	27
GO:0030864	cortical actin cytoskeleton	29/4657	80/19869	0.006639824918891085	0.039734385341395465	0.030378643640512876	ACTN1/RDX/DSTN/CTTN/SHROOM2/EEF1A1/WASL/CORO1A/GSN/ACTN4/PRKCB/ANLN/PPP1R9B/ACTN3/EPB41L2/RTKN/SPTB/SPTBN1/COTL1/MYH9/SPTBN4/SHROOM1/MYADM/CALD1/DLC1/ACTN2/CDH1/PLS1/COBL	29
GO:0005770	late endosome	86/4657	288/19869	0.006843020642710615	0.040630435066094275	0.03106371212809424	VTI1A/SRC/RAB9A/LAMP3/CTSS/MMD/TCIRG1/MAP2K1/SLC9A9/MREG/BST2/RAP1A/LRRK2/PRKAR1B/FIG4/RAB11A/ECPAS/IGF2R/ABCA3/MAP1LC3A/MTM1/TMEM192/OSBPL11/MFSD12/VAMP5/CLEC16A/CHMP4B/MARCHF1/STX7/VPS37D/NEDD4L/LITAF/VPS4B/HLA-DMB/ABCA5/CYB561A3/STOML1/ATP13A2/CD79A/MAP2K2/SFTPB/AP5S1/ANXA6/SLC30A4/AP5M1/IL12A/SORL1/SLC11A2/CTSH/TSPAN15/SLC29A3/BAIAP3/NMNAT2/NDFIP2/CD68/TMEM9/ANKRD13B/PARM1/TMEM106B/SLC30A3/ATP7B/CD1E/INSR/SLA2/NTRK1/RAB27B/RAB9B/HLA-DRB1/LDLR/RAB7B/CRHBP/GRIN2B/DYSF/CXCR4/KCNQ1/LAPTM4B/HLA-DRB5/F2R/SIGLEC1/NSG2/OSBPL1A/LGMN/HLA-DMA/CST7/SLC31A2/CHMP4A	86
GO:0031093	platelet alpha granule lumen	25/4657	67/19869	0.007443619423504695	0.043853881874911384	0.03352817561627574	SRGN/ACTN1/PDGFA/GAS6/TGFB1/QSOX1/FN1/OLA1/TMSB4X/SPARC/ACTN4/A1BG/PDGFB/VEGFA/VEGFB/SERPINF2/SERPINE1/SERPINA1/CLU/A2M/THBS1/ISLR/TGFB2/PLG/ACTN2	25
GO:0031091	platelet alpha granule	32/4657	91/19869	0.0075452989526204346	0.04411097849224254	0.03372473701899984	SRGN/ACTN1/PECAM1/PDGFA/GAS6/TGFB1/QSOX1/CD9/FN1/OLA1/STXBP1/TMSB4X/SPARC/ACTN4/A1BG/PDGFB/VEGFA/VEGFB/SERPINF2/SERPINE1/SERPINA1/CD109/THBS2/CLU/A2M/THBS1/ISLR/TGFB2/PLG/ACTN2/ITGA2B/CD36	32
GO:0098936	intrinsic component of postsynaptic membrane	41/4657	123/19869	0.00792733920696225	0.04599067020833061	0.035161842042934204	SLC6A6/CANX/NRP2/GABRB2/KCNA3/GRIK5/SLC30A1/NPTN/DLG4/NLGN2/CLSTN3/GRIK4/CHRNA6/DAGLA/PCDH17/SLC16A3/NLGN1/PTPRS/LRRC4C/LRFN5/SLC6A4/CACNG7/NLGN4Y/NRCAM/LRRC4B/NLGN4X/DCC/SLC8A1/GRIN2D/OPRD1/ADAM22/EPHB2/CHRNB2/CACNG4/ADCY1/ATP2B2/KCND2/OPRM1/EPHA4/FXYD6/GRM5	41
GO:0043198	dendritic shaft	16/4657	38/19869	0.008235652284904645	0.04741739194339038	0.036252632067522834	PRKAR2B/JPH4/NLGN2/MAP1A/LPAR1/MAP2/MPP2/SYNGAP1/KIRREL1/ZNF804A/BAIAP2/SLC8A1/EPHA4/GRM5/NTSR1/PSEN2	16
GO:0005923	bicellular tight junction	42/4657	127/19869	0.008448221589537652	0.048275551940215156	0.03690873223130023	SYNPO/ESAM/MAGI3/SHROOM2/AMOT/F11R/EPB41L4B/ILDR1/CGN/NPHP1/ANK3/VAPA/PMP22/FRMD4B/FZD5/CXADR/CLDN12/RAB13/ECT2/CYTH3/MPP7/AMOTL2/AMOTL1/JAML/POF1B/MARVELD3/SAPCD2/CLDN23/SH3BP1/EPPK1/WNK4/PLXDC1/MARVELD2/NHS/CRB3/CCDC85C/CLDN14/CCND1/AOC1/MICALL2/OCLN/CLDN7	42
GO:0060077	inhibitory synapse	10/4657	20/19869	0.008645849403303787	0.0490361607948573	0.03749025035839505	CEP112/NPTN/NLGN2/DTNB/SLC32A1/NLGN1/NLGN4Y/NLGN4X/GLRA1/GAD1	10
