	Control_1	Control_2	Control_3	Control_4	Treatment_1	Treatment_2	Treatment_3	Treatment_4
ENSG00000100567	0	0	0	0	0	0	0	0
ENSG00000032219	305	305	228	342	912	1176	992	1394
ENSG00000196860	10	15	7	12	28	33	22	33
ENSG00000100575	425	501	421	580	776	746	673	807
ENSG00000100578	134	106	198	237	765	925	727	933
ENSG00000165617	11	7	16	15	484	574	453	608
ENSG00000100592	102	82	110	127	378	413	387	408
ENSG00000181619	4	0	5	6	8	11	3	5
ENSG00000126790	18	6	7	21	62	48	43	62
ENSG00000050130	155	174	182	269	789	811	604	847
ENSG00000151838	2	0	0	1	0	4	0	0
ENSG00000139970	4	1	0	6	2	3	0	2
ENSG00000131951	1	1	0	1	1	5	5	4
ENSG00000126773	316	280	374	554	1375	1464	1261	1608
ENSG00000100612	0	0	0	0	0	1	0	0
ENSG00000100614	1318	1319	1272	1497	2070	2419	1976	2306
ENSG00000179008	127	82	116	162	887	915	787	1047
ENSG00000184302	0	0	0	0	0	0	0	0
ENSG00000126778	144	118	171	173	0	0	0	0
ENSG00000100625	18	5	32	27	0	1	0	0
ENSG00000020426	115	126	127	236	344	360	302	436
ENSG00000126814	157	141	278	307	618	657	534	718
ENSG00000139974	20	18	25	37	102	98	84	115
ENSG00000027075	67	65	3	5	28	19	22	31
ENSG00000182107	0	0	0	0	0	0	0	0
ENSG00000258989	0	1	1	1	0	0	0	1
ENSG00000100644	2364	1964	2172	2826	3393	3966	3292	4228
ENSG00000023608	62	95	69	89	321	365	292	403
ENSG00000279633	0	0	0	0	0	0	0	0
ENSG00000139973	0	3	0	2	3	0	2	1
ENSG00000289503	0	0	0	0	0	0	0	0
ENSG00000140015	4	4	0	1	2	5	3	2
ENSG00000126785	6	11	18	14	0	3	3	1
ENSG00000179600	0	0	0	0	0	0	0	0
ENSG00000154001	744	781	982	1229	1914	1867	1670	2291
ENSG00000140006	281	281	260	397	1418	1617	1324	1687
ENSG00000126821	715	695	1153	1495	10354	11272	9739	11851
ENSG00000054654	80	46	58	84	284	360	277	357
ENSG00000140009	8	2	10	7	163	190	153	150
ENSG00000100714	265	264	497	654	1202	1201	1074	1476
ENSG00000089775	566	447	270	361	589	569	470	636
ENSG00000179841	0	0	0	0	0	0	0	0
ENSG00000126804	808	710	371	558	2998	3362	2629	3470
ENSG00000126803	41	57	60	61	10	12	6	10
ENSG00000165807	0	2	0	1	13	5	1	3
ENSG00000126822	30	30	12	3	3	4	2	4
ENSG00000070182	16	24	14	29	1	0	0	0
ENSG00000258289	0	0	0	0	0	0	0	0
ENSG00000125954	7	1	3	5	13	14	9	16
ENSG00000176153	0	0	0	0	0	0	0	0
ENSG00000139998	0	0	0	0	0	0	0	0
ENSG00000257365	0	0	0	0	0	0	0	0
ENSG00000125952	487	448	650	774	3163	3358	2962	3609
ENSG00000033170	35	29	109	139	341	344	260	361
ENSG00000196553	0	0	3	8	20	24	13	17
ENSG00000171723	22	13	232	294	201	220	216	283
ENSG00000172717	7	6	7	4	32	27	21	27
ENSG00000072415	23	35	35	66	120	99	76	112
ENSG00000100554	238	273	299	503	1020	1140	1002	1258
ENSG00000134001	877	963	1181	1543	2614	2698	2151	2935
ENSG00000100558	1	0	7	6	2	1	1	3
ENSG00000198133	16	24	46	38	192	315	235	261
ENSG00000054690	2	3	3	4	2	0	0	5
ENSG00000100564	130	146	196	223	740	875	603	836
ENSG00000081181	8	13	18	23	65	73	84	73
ENSG00000100568	181	187	188	232	728	730	570	858
ENSG00000258466	0	0	0	0	1	3	1	1
ENSG00000072042	224	209	170	214	461	519	471	623
ENSG00000139988	0	0	0	2	1	0	0	0
ENSG00000072121	445	290	768	936	1263	1460	1211	1624
ENSG00000182185	378	391	769	942	1339	1082	1047	1625
ENSG00000185650	4266	3394	6002	7268	12136	11485	10689	14664
ENSG00000072110	1260	1109	1146	1098	4	10	12	24
ENSG00000139990	1111	981	921	1089	2094	2353	2016	2319
ENSG00000081177	106	114	191	254	506	556	483	544
ENSG00000100626	7	2	2	8	1	5	0	0
ENSG00000280073	1	0	0	0	0	0	0	0
ENSG00000100632	999	1193	1660	2361	4657	4529	3645	5110
ENSG00000029364	665	567	960	1323	2743	2960	2523	3225
ENSG00000175985	3	2	5	3	6	5	0	0
ENSG00000267909	0	0	0	0	0	0	0	1
ENSG00000100647	1333	1097	1981	2341	4969	6080	5018	6011
ENSG00000100650	669	653	917	1106	2968	3333	2642	3405
ENSG00000100652	5	0	2	0	4	2	4	3
ENSG00000198732	6522	7618	5331	6489	12508	13038	11982	13957
ENSG00000100678	12	11	0	6	4	1	2	0
ENSG00000133983	5	4	10	4	59	75	56	71
ENSG00000258644	0	0	0	0	0	0	0	0
ENSG00000213463	0	0	0	0	0	0	0	0
ENSG00000139985	5	3	5	12	6	16	6	3
ENSG00000134007	0	0	0	0	3	0	0	3
ENSG00000133997	182	219	191	278	1172	1323	1014	1330
ENSG00000133985	27	10	344	320	1973	2461	2122	2420
ENSG00000006432	215	119	230	307	1043	1143	932	1313
ENSG00000100731	1232	1012	1600	2184	2112	2205	1919	2321
ENSG00000197555	2391	1896	1142	1528	4028	4425	3948	4929
ENSG00000182732	5	1	2	5	5	2	3	8
ENSG00000205683	10	14	17	20	6	11	2	9
ENSG00000119599	74	90	172	244	762	878	655	870
ENSG00000165861	641	559	425	532	885	1056	891	1181
ENSG00000119707	625	603	402	521	1784	2125	1614	2276
ENSG00000080815	837	804	971	1304	3672	4096	3263	4068
ENSG00000100767	27	37	26	23	20	31	30	19
ENSG00000133961	783	650	766	922	2339	2794	2402	2693
ENSG00000187105	33	20	15	28	59	75	72	65
ENSG00000170468	0	0	0	0	0	0	0	0
ENSG00000184227	0	0	0	0	0	0	0	0
ENSG00000119673	174	159	176	235	550	522	437	650
ENSG00000279026	4	1	0	0	3	2	1	7
ENSG00000177465	58	51	46	48	21	20	11	25
ENSG00000205669	1	7	5	5	1	1	1	0
ENSG00000119661	22	29	42	50	104	119	104	131
ENSG00000176903	245	239	211	273	1744	2059	1513	1943
ENSG00000156030	1481	1017	844	1135	3204	3582	3101	4164
ENSG00000140043	0	0	0	2	1	2	2	8
ENSG00000258653	0	0	1	0	11	3	9	9
ENSG00000119725	0	0	0	0	0	0	0	0
ENSG00000156050	10	13	19	25	119	90	81	103
ENSG00000119723	16	18	23	32	60	102	67	91
ENSG00000187097	44	48	88	84	224	238	191	270
ENSG00000119636	2	5	3	3	9	21	19	15
ENSG00000119711	2	0	5	4	13	11	5	11
ENSG00000205659	109	81	165	209	842	890	761	868
ENSG00000119614	1	1	11	22	0	0	0	0
ENSG00000119688	233	204	213	243	525	560	395	635
ENSG00000133980	2	0	1	2	2	0	1	2
ENSG00000183379	1	0	2	0	0	2	0	1
ENSG00000119655	1221	1188	913	1157	3201	3803	3402	3735
ENSG00000165898	199	199	232	382	868	847	719	829
ENSG00000119681	24	21	28	52	28	38	27	36
ENSG00000119682	544	431	827	933	2590	2891	2432	3151
ENSG00000119616	143	162	201	329	1428	1612	1246	1709
ENSG00000119596	550	430	716	773	1919	1966	1791	2426
ENSG00000119608	0	3	0	2	1	2	0	2
ENSG00000119689	1253	1257	1349	1564	2539	2610	2167	2896
ENSG00000198208	22	10	8	3	1	0	1	3
ENSG00000119630	12	27	11	12	3	8	8	1
ENSG00000119718	311	329	370	416	859	859	697	965
ENSG00000279594	0	0	0	1	5	7	5	1
ENSG00000119684	185	189	204	273	370	380	344	486
ENSG00000119640	46	51	22	38	88	70	54	93
ENSG00000119703	2	3	13	6	26	36	36	45
ENSG00000119638	58	51	144	175	418	498	401	523
ENSG00000170348	1749	1843	2444	3199	6846	7237	6111	7984
ENSG00000170345	16	15	1	2	1	9	6	3
ENSG00000140044	166	161	113	156	786	959	796	963
ENSG00000156127	541	669	549	619	1242	1118	1059	1541
ENSG00000119686	116	95	97	108	91	75	76	112
ENSG00000119685	135	112	115	115	253	338	257	373
ENSG00000133935	0	0	0	0	0	0	0	0
ENSG00000119650	37	60	98	122	181	230	202	288
ENSG00000119699	0	0	0	0	0	0	0	0
ENSG00000089916	669	473	655	893	1608	1621	1496	1705
ENSG00000280078	0	0	0	0	0	0	0	0
ENSG00000119715	34	37	38	17	3	2	0	1
ENSG00000071246	81	60	66	79	198	238	259	239
ENSG00000013523	297	266	428	427	1572	1674	1395	1762
ENSG00000100565	0	0	3	0	0	0	0	0
ENSG00000119669	1114	1105	989	1139	2118	2731	2350	2996
ENSG00000198894	0	0	0	0	0	0	0	1
ENSG00000259164	0	0	0	0	1	6	1	3
ENSG00000165548	1	4	11	3	11	13	16	18
ENSG00000177108	0	0	0	0	0	0	0	0
ENSG00000165553	1	3	1	0	0	0	0	0
ENSG00000009830	77	63	118	111	189	162	150	186
ENSG00000100577	201	204	267	273	560	604	462	675
ENSG00000100580	3280	2483	3411	4486	8750	9374	8186	9971
ENSG00000100583	1	0	0	0	3	6	5	7
ENSG00000165555	4	1	2	13	13	16	6	21
ENSG00000151445	267	285	307	405	723	807	643	863
ENSG00000100591	1497	1654	1805	2169	4088	4390	3762	5435
ENSG00000100593	24	22	5	15	0	2	0	0
ENSG00000100596	1295	1199	1595	2123	3537	3997	3321	4108
ENSG00000100601	202	181	197	232	680	716	586	707
ENSG00000119705	117	153	170	264	649	686	539	718
ENSG00000100603	0	2	0	1	0	1	0	0
ENSG00000063761	34	18	85	60	260	213	252	310
ENSG00000021645	20	12	14	14	11	11	12	16
ENSG00000211448	0	0	1	1	3	1	3	2
ENSG00000100629	63	67	57	66	177	208	161	228
ENSG00000165409	3	4	7	8	9	15	9	15
ENSG00000165417	501	452	1154	1510	2369	2333	1863	2361
ENSG00000140022	152	193	155	161	15	23	17	18
ENSG00000071537	846	744	3034	4100	3425	3648	3069	3983
ENSG00000185070	0	0	1	1	0	0	0	0
ENSG00000054983	181	160	72	157	342	385	295	399
ENSG00000140030	56	40	44	80	381	454	352	392
ENSG00000100433	1	0	0	0	1	0	1	2
ENSG00000042317	12	11	11	28	37	30	24	42
ENSG00000070778	1	0	1	2	2	1	0	1
ENSG00000100722	1542	1468	1691	1701	974	1074	947	1231
ENSG00000165521	5	3	24	27	59	52	46	70
ENSG00000165533	6	3	15	5	31	21	28	50
ENSG00000053254	5362	4258	6087	7825	7263	7561	6619	8457
ENSG00000140025	11	22	16	28	103	112	114	100
ENSG00000042088	331	303	318	402	1097	1212	1036	1355
ENSG00000152315	7	3	0	0	1	2	1	0
ENSG00000100764	542	630	640	719	1259	1211	1078	1574
ENSG00000119720	101	104	98	140	494	595	481	569
ENSG00000198668	3128	3415	3702	4830	10201	11558	9451	12182
ENSG00000165914	544	421	522	605	1015	1206	735	1057
ENSG00000100784	30	42	61	61	360	369	348	376
ENSG00000133943	164	106	412	433	1011	1081	994	1181
ENSG00000119714	50	33	2	4	17	13	14	18
ENSG00000015133	866	806	414	510	1266	1499	1245	1977
ENSG00000100796	1668	1719	1768	2466	4985	5617	4713	5992
ENSG00000279286	0	0	0	0	0	0	0	0
ENSG00000133962	3	1	1	4	4	0	2	1
ENSG00000165929	187	188	253	346	29	32	24	31
ENSG00000140092	41	54	33	33	15	30	17	32
ENSG00000100815	254	238	271	431	965	1014	839	1245
ENSG00000066427	169	161	170	214	537	581	516	665
ENSG00000183648	313	410	410	669	1494	1630	1234	1505
ENSG00000165934	580	547	1278	1626	4166	4398	3867	4960
ENSG00000140090	1	3	3	3	13	4	2	4
ENSG00000100599	598	551	870	1028	3017	3976	3449	4702
ENSG00000100600	58	75	11	8	407	385	237	489
ENSG00000066455	361	352	374	477	958	1196	1023	1223
ENSG00000100604	1	1	2	0	0	0	2	2
ENSG00000100605	1105	1080	1374	1627	1982	1941	1792	2376
ENSG00000165943	176	190	162	245	1197	1433	1147	1425
ENSG00000153485	0	0	0	0	0	0	0	0
ENSG00000259066	4	1	1	3	10	16	10	9
ENSG00000170270	0	0	0	0	0	0	0	0
ENSG00000012963	263	241	350	461	1607	1723	1413	1785
ENSG00000011114	455	319	645	715	1944	2100	1762	2231
ENSG00000133958	10	13	9	6	20	25	24	20
ENSG00000187581	0	0	0	0	0	0	0	0
ENSG00000175785	0	0	1	2	0	0	0	0
ENSG00000279593	0	0	0	0	0	0	0	0
ENSG00000140067	0	0	0	0	0	0	0	0
ENSG00000100628	7	6	11	22	8	19	4	18
ENSG00000175699	0	0	0	0	0	0	0	0
ENSG00000089723	24	19	19	19	19	18	16	14
ENSG00000089737	3172	3046	2213	2679	7485	9212	7973	9964
ENSG00000165948	38	52	52	70	99	89	96	100
ENSG00000165949	96	123	4	6	6	5	5	3
ENSG00000119632	179	239	165	182	1190	1332	1056	1344
ENSG00000119698	0	0	0	1	0	0	1	1
ENSG00000140093	0	0	0	0	0	0	0	0
ENSG00000170099	0	0	0	0	0	0	0	0
ENSG00000258597	0	0	0	0	0	0	0	0
ENSG00000197249	486	498	6	3	4	4	9	4
ENSG00000186910	0	0	0	0	0	0	0	0
ENSG00000170054	0	0	0	0	0	1	0	0
ENSG00000165953	0	0	0	0	0	0	0	0
ENSG00000100665	0	0	0	0	0	0	0	0
ENSG00000188488	0	0	0	0	0	0	0	0
ENSG00000273259	0	0	0	0	0	0	0	0
ENSG00000196136	0	0	0	0	0	0	0	0
ENSG00000133937	0	0	0	0	0	0	0	0
ENSG00000100697	502	381	843	975	2553	2699	2166	2649
ENSG00000165959	96	91	126	204	904	1187	1077	1071
ENSG00000176438	575	428	999	1213	1982	2421	2105	2534
ENSG00000182512	223	297	308	411	1008	1067	898	1027
ENSG00000213231	5	0	0	1	38	44	28	42
ENSG00000100721	635	603	817	979	16691	18932	16424	20279
ENSG00000250366	1	0	0	0	0	2	4	1
ENSG00000227051	0	4	0	0	8	17	8	3
ENSG00000168398	0	0	0	0	0	0	0	0
ENSG00000258691	0	0	0	0	0	0	0	0
ENSG00000100739	0	0	0	0	0	0	0	0
ENSG00000066739	256	246	535	582	1306	1378	1282	1421
ENSG00000100744	119	197	223	338	1073	1194	907	1140
ENSG00000140057	0	0	1	0	2	4	3	5
ENSG00000090060	1903	2054	2391	3217	7033	7553	6349	8283
ENSG00000100749	128	140	195	253	690	746	615	793
ENSG00000280070	0	0	0	0	0	0	0	0
ENSG00000278990	0	0	0	0	0	0	0	0
ENSG00000127152	77	74	23	22	3	7	5	1
ENSG00000183576	1076	1046	930	1210	1056	1099	928	1125
ENSG00000090061	201	177	226	259	574	582	486	738
ENSG00000205476	20	6	0	1	2	0	0	1
ENSG00000182218	0	7	1	2	0	0	2	3
ENSG00000036530	4	7	3	4	0	0	0	0
ENSG00000066629	12	17	4	10	0	2	0	0
ENSG00000196405	919	873	1218	1560	3323	4099	3574	4446
ENSG00000168350	105	92	63	68	787	1110	953	1010
ENSG00000100811	2947	2661	2425	2713	5655	6744	5681	6686
ENSG00000197119	178	119	140	215	494	626	465	591
ENSG00000140107	0	0	0	0	0	1	0	1
ENSG00000140105	4511	4605	11382	14217	16484	12759	10823	20041
ENSG00000176473	118	134	157	187	325	321	322	379
ENSG00000183092	6	10	56	76	123	187	160	199
ENSG00000185559	5	0	0	0	0	0	0	0
ENSG00000254656	0	0	0	1	2	0	0	0
ENSG00000197406	0	0	0	0	0	0	0	0
ENSG00000078304	2619	2634	2288	3273	10241	10955	9165	11973
ENSG00000197102	3603	2114	3713	4543	4096	4156	3902	4602
ENSG00000080824	7061	7337	9395	12345	28553	30652	24930	35751
ENSG00000140153	571	506	556	653	1356	1416	1303	1670
ENSG00000080823	13	14	10	11	1	5	1	3
ENSG00000022976	44	36	39	73	151	173	137	186
ENSG00000100865	298	242	263	380	755	820	653	885
ENSG00000196663	31	45	60	74	301	378	314	403
ENSG00000156381	6	7	5	5	11	18	8	13
ENSG00000089902	377	339	367	392	1460	1681	1189	1565
ENSG00000131323	1627	1325	1774	2352	3946	4269	3738	5082
ENSG00000166126	31	23	11	21	60	88	40	75
ENSG00000198752	90	87	32	43	19	36	26	26
ENSG00000283071	0	0	0	0	0	0	0	0
ENSG00000205436	0	4	0	0	1	0	0	0
ENSG00000185215	697	619	998	1180	5	14	4	17
ENSG00000100664	3765	3982	3541	4470	4798	4958	4092	5397
ENSG00000291313	0	0	0	0	0	0	0	0
ENSG00000075413	800	837	745	908	1656	1967	1586	2131
ENSG00000166165	570	558	1262	1405	23	22	18	17
ENSG00000166166	71	92	125	164	762	825	636	1030
ENSG00000166170	384	297	280	484	2039	2224	1813	2332
ENSG00000126214	229	192	177	194	501	559	446	595
ENSG00000256053	0	0	0	0	0	0	0	0
ENSG00000256500	0	0	0	0	0	0	0	0
ENSG00000126215	0	0	0	2	3	7	3	4
ENSG00000100711	92	104	89	105	444	498	410	510
ENSG00000088808	76	43	43	48	279	372	267	445
ENSG00000156411	625	714	541	829	1995	2204	1862	2185
ENSG00000156414	3	1	2	2	3	2	2	3
ENSG00000227729	0	0	0	0	0	0	0	0
ENSG00000166183	0	0	1	0	0	0	0	0
ENSG00000066735	0	2	0	0	0	0	0	0
ENSG00000258986	0	0	1	1	1	0	3	0
ENSG00000184601	0	0	0	0	0	0	0	0
ENSG00000203485	332	345	325	384	664	807	788	944
ENSG00000185100	285	280	230	168	3	7	4	4
ENSG00000184990	183	192	200	308	1651	1763	1428	1897
ENSG00000142208	1303	1270	1370	1445	3044	3669	3088	3832
ENSG00000179627	30	23	16	15	209	224	196	297
ENSG00000279140	1	0	0	0	2	5	1	3
ENSG00000099814	1	8	4	2	5	9	5	16
ENSG00000166428	0	1	6	7	325	334	299	426
ENSG00000185567	0	1	0	0	15	5	3	16
ENSG00000140104	6	3	0	4	22	13	8	13
ENSG00000170779	111	89	135	159	390	443	351	451
ENSG00000183484	1283	1289	997	1332	626	741	570	834
ENSG00000280244	0	0	0	0	0	0	0	0
ENSG00000184916	1	12	8	7	1	0	1	1
ENSG00000183828	47	46	34	51	181	194	140	185
ENSG00000185024	140	107	104	145	530	645	549	732
ENSG00000184887	0	0	0	0	0	0	0	0
ENSG00000179364	193	151	242	307	772	766	663	895
ENSG00000279495	0	0	0	0	0	0	0	0
ENSG00000226174	1	7	4	6	18	33	20	28
ENSG00000182979	1364	1366	1035	1293	943	1025	902	1227
ENSG00000182809	4	14	20	28	22	32	15	24
ENSG00000213145	20	24	75	89	76	77	74	83
ENSG00000257341	0	0	0	0	0	0	0	0
ENSG00000185347	52	55	46	69	132	131	127	162
ENSG00000184986	11	8	10	8	23	12	12	24
ENSG00000211890	480	540	152	170	889	936	812	1158
ENSG00000211891	42475	37711	28970	33729	7	15	10	9
ENSG00000211892	2783	2546	2939	3420	3498	3659	3241	4857
ENSG00000211893	5077	5047	5020	5486	22482	26343	22803	30092
ENSG00000211895	3197	3209	1863	1941	9164	10291	8791	12398
ENSG00000211896	4029	4304	1928	2083	5541	5982	5042	7375
ENSG00000211897	14486	13930	11035	12068	19424	19948	16950	23755
ENSG00000211898	13	6	3830	4226	23736	26330	22398	32005
ENSG00000211899	2261	2351	44497	49081	449229	495012	433205	575569
ENSG00000211900	46	22	149	194	1603	1999	1614	2140
ENSG00000242472	9	6	4	9	68	64	45	63
ENSG00000240041	1	4	4	2	59	38	57	44
ENSG00000242887	0	0	0	0	0	0	0	0
ENSG00000211904	0	0	0	0	0	0	0	0
ENSG00000211905	0	0	0	0	0	0	0	0
ENSG00000236597	0	0	0	0	0	0	0	0
ENSG00000211907	0	0	0	0	0	0	0	0
ENSG00000225825	0	0	0	0	0	0	0	0
ENSG00000211909	0	0	0	0	0	0	0	0
ENSG00000227196	0	0	0	0	0	0	0	0
ENSG00000211911	0	0	0	0	0	0	0	0
ENSG00000211912	0	0	0	0	0	0	0	0
ENSG00000237020	0	0	0	0	0	0	0	0
ENSG00000211914	0	0	0	0	0	0	0	0
ENSG00000211915	0	0	0	0	0	0	0	0
ENSG00000227800	0	0	0	0	0	0	0	0
ENSG00000211917	0	0	0	0	0	0	0	0
ENSG00000211918	0	0	0	0	0	0	0	0
ENSG00000227108	0	0	0	0	0	0	0	0
ENSG00000211920	0	0	0	0	0	0	0	0
ENSG00000211921	0	0	0	0	0	0	0	0
ENSG00000232543	0	0	0	0	0	0	0	0
ENSG00000211923	0	0	0	0	48	3	18	49
ENSG00000211924	0	0	66	89	1016	1117	1067	1266
ENSG00000211925	0	0	0	0	0	0	0	0
ENSG00000237197	0	0	0	0	0	0	0	0
ENSG00000228131	0	0	0	0	0	0	0	0
ENSG00000211928	0	0	0	0	0	0	0	0
ENSG00000233655	0	0	0	0	0	0	0	0
ENSG00000211930	0	0	0	0	0	0	0	0
ENSG00000211931	0	0	0	0	2	2	2	1
ENSG00000236170	6	0	1	1	1	3	0	0
ENSG00000211933	0	0	0	0	16	27	24	16
ENSG00000211934	1	3	1	7	1	0	0	5
ENSG00000211935	3	2	0	0	19	35	15	16
ENSG00000276775	1	3	0	1	11	13	7	10
ENSG00000282122	1	1	0	0	0	0	0	0
ENSG00000211937	5	8	0	0	0	0	0	1
ENSG00000211938	2	9	0	0	0	0	0	0
ENSG00000282639	0	0	0	0	0	0	0	0
ENSG00000282651	0	0	0	0	0	0	0	0
ENSG00000211941	4	2	0	0	0	0	0	0
ENSG00000211942	1	1	0	0	0	0	0	0
ENSG00000211943	5	8	0	0	0	1	0	0
ENSG00000211944	1	1	0	0	0	0	0	0
ENSG00000211945	12	1	0	0	2	0	0	0
ENSG00000211946	1	3	0	1	2	0	0	3
ENSG00000211947	9	15	0	0	0	0	0	1
ENSG00000211949	22	27	1	0	0	0	2	0
ENSG00000211950	0	1	0	0	2	1	1	1
ENSG00000211951	15	5	0	0	0	0	0	0
ENSG00000211952	0	0	0	0	0	0	0	0
ENSG00000270550	9	1	0	0	0	0	0	0
ENSG00000231475	0	0	0	0	0	0	1	0
ENSG00000211955	6	1	0	0	0	0	0	0
ENSG00000211956	2	5	4	0	1	1	0	2
ENSG00000211957	0	0	0	0	0	0	0	0
ENSG00000211958	0	0	0	0	0	0	0	0
ENSG00000211959	3668	2947	0	0	0	0	0	0
ENSG00000232216	2	0	0	0	0	0	0	0
ENSG00000211961	0	0	0	0	0	0	0	0
ENSG00000211962	1	1	1	2	16	14	11	14
ENSG00000211964	1	3	0	0	0	0	0	0
ENSG00000211965	1	4	0	0	0	0	0	0
ENSG00000211966	3	8	0	0	0	1	0	0
ENSG00000254167	0	0	0	0	0	0	0	0
ENSG00000211967	3	0	0	0	0	0	0	0
ENSG00000211968	0	0	0	0	0	0	0	0
ENSG00000224373	7	19	0	0	0	0	0	1
ENSG00000211970	9	7	0	0	0	1	0	1
ENSG00000223648	0	0	0	0	0	0	0	0
ENSG00000211972	1	0	0	0	0	0	0	0
ENSG00000211973	8	2	4660	4795	44115	47879	41837	53678
ENSG00000211974	1	0	0	0	0	0	0	0
ENSG00000281990	0	0	0	0	1	2	0	1
ENSG00000280411	6	3	8673	9415	87370	93448	82523	103212
ENSG00000274576	5	0	0	0	0	0	0	0
ENSG00000225698	0	1	0	0	0	0	0	0
ENSG00000211976	6	5	0	0	0	0	0	0
ENSG00000224650	2	0	0	0	1	5	4	1
ENSG00000211979	0	0	0	0	1	2	7	5
ENSG00000188403	0	0	0	0	0	0	0	0
ENSG00000259490	0	0	0	0	0	0	0	0
ENSG00000270961	0	0	0	0	0	0	0	0
ENSG00000271317	0	0	0	0	0	0	0	0
ENSG00000282520	0	0	0	0	0	0	0	0
ENSG00000282599	0	0	0	0	0	0	0	0
ENSG00000271336	0	0	0	0	0	0	0	0
ENSG00000278935	0	0	1	0	0	2	0	0
ENSG00000277322	0	0	0	0	0	0	0	0
ENSG00000279628	0	0	0	0	0	0	0	0
ENSG00000230031	0	0	0	0	0	0	0	0
ENSG00000270824	0	0	0	0	0	0	0	0
ENSG00000270451	0	0	0	0	0	0	0	0
ENSG00000282089	0	0	0	0	0	0	0	0
ENSG00000282268	0	0	0	0	0	0	0	0
ENSG00000270185	0	0	0	0	0	0	0	0
ENSG00000279595	0	0	1	0	2	0	0	0
ENSG00000278522	0	0	0	2	0	0	0	0
ENSG00000280709	0	0	0	0	0	5	1	1
ENSG00000182974	0	0	0	0	0	0	0	0
ENSG00000279408	0	0	0	0	0	0	0	0
ENSG00000281179	1	2	0	0	0	0	1	7
ENSG00000278263	0	1	0	0	1	0	0	0
ENSG00000233917	0	0	0	0	0	0	0	0
ENSG00000285472	1	0	0	0	0	0	0	0
ENSG00000274102	0	0	0	0	0	0	0	0
ENSG00000183706	0	0	0	0	0	0	0	0
ENSG00000270505	1	2	0	0	0	0	1	11
ENSG00000259261	0	1	0	0	0	0	0	0
ENSG00000277865	0	0	0	2	0	0	0	0
ENSG00000170113	1046	884	615	837	1405	1463	1267	1506
ENSG00000140157	833	777	1171	1533	3475	3641	3003	4238
ENSG00000273749	743	687	678	657	664	710	487	820
ENSG00000275835	84	80	99	100	399	440	378	446
ENSG00000273976	0	0	0	0	0	0	0	0
ENSG00000273756	0	0	0	0	0	0	0	0
ENSG00000261739	1	2	0	0	2	0	0	0
ENSG00000174450	2	0	2	0	0	1	0	0
ENSG00000179455	2	0	0	0	0	0	1	0
ENSG00000254585	0	0	0	0	0	0	0	0
ENSG00000182636	2	0	2	3	7	5	0	6
ENSG00000185823	0	0	0	0	0	0	0	0
ENSG00000128739	454	546	385	445	332	390	293	408
ENSG00000273173	0	0	0	0	0	0	0	0
ENSG00000214265	72	42	127	156	786	770	672	777
ENSG00000279192	0	0	0	0	0	0	0	0
ENSG00000279735	0	0	0	0	0	0	1	0
ENSG00000279050	0	0	0	0	4	2	0	0
ENSG00000280234	0	0	0	0	0	0	0	0
ENSG00000114062	2671	2516	2993	4231	3289	3351	2657	3711
ENSG00000206190	16	11	0	1	1	3	0	4
ENSG00000166206	23	22	17	19	16	22	20	35
ENSG00000186297	0	0	0	0	0	0	0	0
ENSG00000182256	4	4	0	12	0	5	5	6
ENSG00000104044	7	5	4	6	15	5	6	8
ENSG00000128731	2407	2846	1744	1883	5508	5541	5166	6642
ENSG00000237850	0	0	0	0	0	0	0	0
ENSG00000153684	1	2	0	1	0	0	0	1
ENSG00000183629	0	0	0	0	0	0	0	1
ENSG00000227717	2	0	0	1	0	0	0	0
ENSG00000188626	16	5	3	9	12	10	8	6
ENSG00000261649	3	0	0	0	0	1	0	0
ENSG00000034053	9	20	2	0	16	7	4	6
ENSG00000104059	7	11	6	6	6	7	12	9
ENSG00000185115	0	0	0	0	0	0	0	0
ENSG00000104067	902	946	1187	1319	2882	3391	2673	3313
ENSG00000179938	2	3	0	2	0	4	1	2
ENSG00000261247	6	4	2	3	1	2	1	3
ENSG00000279417	0	0	0	0	1	0	0	0
ENSG00000166664	50	30	36	48	42	39	30	40
ENSG00000186399	20	16	0	7	11	11	10	15
ENSG00000178115	12	2	5	9	4	7	8	7
ENSG00000261794	17	14	10	7	8	8	7	8
ENSG00000285077	0	0	0	0	0	0	0	0
ENSG00000284906	23	16	11	13	23	33	22	43
ENSG00000198690	180	148	185	225	359	386	332	432
ENSG00000166912	115	94	214	252	431	467	351	484
ENSG00000134160	3	2	5	3	0	4	0	3
ENSG00000169926	5594	4664	5729	6980	6309	8231	6597	7699
ENSG00000169918	10	7	9	8	11	8	5	12
ENSG00000175344	34	20	31	44	32	33	41	45
ENSG00000279912	0	0	0	0	0	0	0	0
ENSG00000249931	11	7	4	8	1	8	8	8
ENSG00000206127	23	14	2	10	10	13	15	18
ENSG00000232653	17	9	7	8	11	13	10	7
ENSG00000288864	7	4	3	4	13	14	13	14
ENSG00000198826	0	0	0	0	0	0	0	0
ENSG00000166922	0	0	0	0	0	0	0	0
ENSG00000166923	0	0	0	1	0	0	0	0
ENSG00000248905	6	7	7	4	10	4	4	10
ENSG00000279958	0	0	0	0	0	0	0	0
ENSG00000198838	3	3	6	4	10	11	8	16
ENSG00000169857	61	85	51	69	291	227	270	322
